year_month,usd_krw,usd_jpy,usd_cny
2023-11,1306.6709095348012,149.89131719415838,7.2100454677235
2023-12,1299.6195242745537,144.1021430605934,7.1227618626185825
2024-01,1322.3034880264945,145.79960964037025,7.101852168207583
2024-02,1331.3557187034971,149.47095307849702,7.156628540584019
2024-03,1330.6004871186756,149.6836184547061,7.1994000389462425
2024-04,1366.8004538796165,153.61763555353338,7.235649997537786
2024-05,1363.4543616253397,155.89695607060972,7.231908673825472
2024-06,1379.6880004882812,157.77294921875,7.251610016822815
2024-07,1381.9560918393342,158.06465281610903,7.262000000995139
2024-08,1351.0327314897017,146.3386362249201,7.152240926569158
2024-09,1330.6985851469494,143.30804661342077,7.080980959392729
2024-10,1357.8756528108017,149.57130432128906,7.085821752962858
2024-11,1391.837146577381,153.61757187616257,7.201747576395671
2024-12,1434.6663651899858,153.72209098122337,7.2783681912855664
2025-01,1449.004999334162,156.59527241099966,7.292813669551503
2025-02,1442.9920043945312,151.76824874877929,7.261449980735779
2025-03,1455.057628813244,149.12766738164993,7.2512380963280085
2025-04,1443.0365051269532,144.70109939575195,7.295655012130737
2025-05,1392.0831853693182,144.7697746970437,7.221181826158003
2025-06,1364.3547537667412,144.44938151041666,7.185714358375186
2025-07,1375.7473887567935,146.7514356530231,7.1704391396563985
2025-08,1388.3028622581846,147.62266613188245,7.177061943780808
2025-09,1391.5040782581675,147.8685004494407,7.1242500001733955
2025-10,1421.0399966032608,151.27856378969938,7.117634793986445
2025-11,1455.0888241038604,154.91835381002988,7.116547023548799
