Month,Group,Keyword,SearchIndex
2021-04,Kculture,chuseok,5.0
2021-05,Kculture,chuseok,5.0
2021-06,Kculture,chuseok,5.0
2021-07,Kculture,chuseok,5.0
2021-08,Kculture,chuseok,5.0
2021-09,Kculture,chuseok,48.0
2021-10,Kculture,chuseok,12.0
2021-11,Kculture,chuseok,8.0
2021-12,Kculture,chuseok,6.0
2022-01,Kculture,chuseok,6.0
2022-02,Kculture,chuseok,5.0
2022-03,Kculture,chuseok,5.0
2022-04,Kculture,chuseok,5.0
2022-05,Kculture,chuseok,4.0
2022-06,Kculture,chuseok,4.0
2022-07,Kculture,chuseok,4.0
2022-08,Kculture,chuseok,5.0
2022-09,Kculture,chuseok,54.0
2022-10,Kculture,chuseok,11.0
2022-11,Kculture,chuseok,10.0
2022-12,Kculture,chuseok,8.0
2023-01,Kculture,chuseok,7.0
2023-02,Kculture,chuseok,6.0
2023-03,Kculture,chuseok,5.0
2023-04,Kculture,chuseok,4.0
2023-05,Kculture,chuseok,5.0
2023-06,Kculture,chuseok,6.0
2023-07,Kculture,chuseok,5.0
2023-08,Kculture,chuseok,5.0
2023-09,Kculture,chuseok,25.0
2023-10,Kculture,chuseok,17.0
2023-11,Kculture,chuseok,8.0
2023-12,Kculture,chuseok,8.0
2024-01,Kculture,chuseok,8.0
2024-02,Kculture,chuseok,6.0
2024-03,Kculture,chuseok,5.0
2024-04,Kculture,chuseok,6.0
2024-05,Kculture,chuseok,5.0
2024-06,Kculture,chuseok,5.0
2024-07,Kculture,chuseok,5.0
2024-08,Kculture,chuseok,6.0
2024-09,Kculture,chuseok,25.0
2024-10,Kculture,chuseok,8.0
2024-11,Kculture,chuseok,6.0
2024-12,Kculture,chuseok,6.0
2025-01,Kculture,chuseok,7.0
2025-02,Kculture,chuseok,6.0
2025-03,Kculture,chuseok,5.0
2025-04,Kculture,chuseok,6.0
2025-05,Kculture,chuseok,5.0
2025-06,Kculture,chuseok,5.0
2025-07,Kculture,chuseok,6.0
2025-08,Kculture,chuseok,6.0
2025-09,Kculture,chuseok,7.0
2025-10,Kculture,chuseok,24.0
2015-01,Kculture,hallyu,32.0
2015-02,Kculture,hallyu,32.0
2015-03,Kculture,hallyu,30.0
2015-04,Kculture,hallyu,33.0
2015-05,Kculture,hallyu,37.0
2015-06,Kculture,hallyu,30.0
2015-07,Kculture,hallyu,29.0
2015-08,Kculture,hallyu,33.0
2015-09,Kculture,hallyu,100.0
2015-10,Kculture,hallyu,70.0
2015-11,Kculture,hallyu,35.0
2015-12,Kculture,hallyu,37.0
2016-01,Kculture,hallyu,33.0
2016-02,Kculture,hallyu,26.0
2016-03,Kculture,hallyu,33.0
2016-04,Kculture,hallyu,33.0
2016-05,Kculture,hallyu,31.0
2016-06,Kculture,hallyu,29.0
2016-07,Kculture,hallyu,35.0
2016-08,Kculture,hallyu,30.0
2016-09,Kculture,hallyu,27.0
2016-10,Kculture,hallyu,30.0
2016-11,Kculture,hallyu,30.0
2016-12,Kculture,hallyu,33.0
2017-01,Kculture,hallyu,36.0
2017-02,Kculture,hallyu,31.0
2017-03,Kculture,hallyu,31.0
2017-04,Kculture,hallyu,40.0
2017-05,Kculture,hallyu,30.0
2017-06,Kculture,hallyu,31.0
2017-07,Kculture,hallyu,22.0
2017-08,Kculture,hallyu,13.0
2017-09,Kculture,hallyu,14.0
2017-10,Kculture,hallyu,13.0
2017-11,Kculture,hallyu,11.0
2017-12,Kculture,hallyu,13.0
2018-01,Kculture,hallyu,15.0
2018-02,Kculture,hallyu,9.0
2018-03,Kculture,hallyu,9.0
2018-04,Kculture,hallyu,8.0
2018-05,Kculture,hallyu,14.0
2018-06,Kculture,hallyu,8.0
2018-07,Kculture,hallyu,7.0
2018-08,Kculture,hallyu,9.0
2018-09,Kculture,hallyu,20.0
2018-10,Kculture,hallyu,8.0
2018-11,Kculture,hallyu,30.0
2018-12,Kculture,hallyu,11.0
2019-01,Kculture,hallyu,9.0
2019-02,Kculture,hallyu,7.0
2019-03,Kculture,hallyu,8.0
2019-04,Kculture,hallyu,8.0
2019-05,Kculture,hallyu,13.0
2019-06,Kculture,hallyu,9.0
2019-07,Kculture,hallyu,8.0
2019-08,Kculture,hallyu,7.0
2019-09,Kculture,hallyu,6.0
2019-10,Kculture,hallyu,6.0
2019-11,Kculture,hallyu,6.0
2019-12,Kculture,hallyu,5.0
2020-01,Kculture,hallyu,5.0
2020-02,Kculture,hallyu,5.0
2020-03,Kculture,hallyu,5.0
2020-04,Kculture,hallyu,5.0
2020-05,Kculture,hallyu,5.0
2020-06,Kculture,hallyu,5.0
2020-07,Kculture,hallyu,5.0
2020-08,Kculture,hallyu,5.0
2020-09,Kculture,hallyu,10.0
2020-10,Kculture,hallyu,6.0
2020-11,Kculture,hallyu,11.0
2020-12,Kculture,hallyu,7.0
2021-01,Kculture,hallyu,7.0
2021-02,Kculture,hallyu,5.0
2021-03,Kculture,hallyu,4.0
2021-04,Kculture,hallyu,4.0
2021-05,Kculture,hallyu,3.0
2021-06,Kculture,hallyu,4.0
2021-07,Kculture,hallyu,6.0
2021-08,Kculture,hallyu,7.0
2021-09,Kculture,hallyu,8.0
2021-10,Kculture,hallyu,8.0
2021-11,Kculture,hallyu,18.0
2021-12,Kculture,hallyu,7.0
2022-01,Kculture,hallyu,8.0
2022-02,Kculture,hallyu,7.0
2022-03,Kculture,hallyu,5.0
2022-04,Kculture,hallyu,5.0
2022-05,Kculture,hallyu,6.0
2022-06,Kculture,hallyu,5.0
2022-07,Kculture,hallyu,21.0
2022-08,Kculture,hallyu,13.0
2022-09,Kculture,hallyu,5.0
2022-10,Kculture,hallyu,4.0
2022-11,Kculture,hallyu,5.0
2022-12,Kculture,hallyu,4.0
2023-01,Kculture,hallyu,6.0
2023-02,Kculture,hallyu,6.0
2023-03,Kculture,hallyu,6.0
2023-04,Kculture,hallyu,9.0
2023-05,Kculture,hallyu,8.0
2023-06,Kculture,hallyu,7.0
2023-07,Kculture,hallyu,7.0
2023-08,Kculture,hallyu,7.0
2023-09,Kculture,hallyu,7.0
2023-10,Kculture,hallyu,7.0
2023-11,Kculture,hallyu,6.0
2023-12,Kculture,hallyu,6.0
2024-01,Kculture,hallyu,7.0
2024-02,Kculture,hallyu,7.0
2024-03,Kculture,hallyu,6.0
2024-04,Kculture,hallyu,7.0
2024-05,Kculture,hallyu,7.0
2024-06,Kculture,hallyu,7.0
2024-07,Kculture,hallyu,5.0
2024-08,Kculture,hallyu,5.0
2024-09,Kculture,hallyu,5.0
2024-10,Kculture,hallyu,5.0
2024-11,Kculture,hallyu,5.0
2024-12,Kculture,hallyu,5.0
2025-01,Kculture,hallyu,6.0
2025-02,Kculture,hallyu,5.0
2025-03,Kculture,hallyu,5.0
2025-04,Kculture,hallyu,4.0
2025-05,Kculture,hallyu,4.0
2025-06,Kculture,hallyu,5.0
2025-07,Kculture,hallyu,6.0
2025-08,Kculture,hallyu,6.0
2025-09,Kculture,hallyu,5.0
2025-10,Kculture,hallyu,5.0
2015-01,Kculture,hanbok,23.0
2015-02,Kculture,hanbok,28.0
2015-03,Kculture,hanbok,19.0
2015-04,Kculture,hanbok,23.0
2015-05,Kculture,hanbok,24.0
2015-06,Kculture,hanbok,20.0
2015-07,Kculture,hanbok,21.0
2015-08,Kculture,hanbok,18.0
2015-09,Kculture,hanbok,23.0
2015-10,Kculture,hanbok,26.0
2015-11,Kculture,hanbok,23.0
2015-12,Kculture,hanbok,14.0
2016-01,Kculture,hanbok,17.0
2016-02,Kculture,hanbok,19.0
2016-03,Kculture,hanbok,18.0
2016-04,Kculture,hanbok,22.0
2016-05,Kculture,hanbok,20.0
2016-06,Kculture,hanbok,27.0
2016-07,Kculture,hanbok,27.0
2016-08,Kculture,hanbok,21.0
2016-09,Kculture,hanbok,28.0
2016-10,Kculture,hanbok,25.0
2016-11,Kculture,hanbok,21.0
2016-12,Kculture,hanbok,21.0
2017-01,Kculture,hanbok,34.0
2017-02,Kculture,hanbok,22.0
2017-03,Kculture,hanbok,30.0
2017-04,Kculture,hanbok,28.0
2017-05,Kculture,hanbok,40.0
2017-06,Kculture,hanbok,29.0
2017-07,Kculture,hanbok,25.0
2017-08,Kculture,hanbok,23.0
2017-09,Kculture,hanbok,21.0
2017-10,Kculture,hanbok,30.0
2017-11,Kculture,hanbok,22.0
2017-12,Kculture,hanbok,25.0
2018-01,Kculture,hanbok,40.0
2018-02,Kculture,hanbok,27.0
2018-03,Kculture,hanbok,24.0
2018-04,Kculture,hanbok,24.0
2018-05,Kculture,hanbok,24.0
2018-06,Kculture,hanbok,22.0
2018-07,Kculture,hanbok,23.0
2018-08,Kculture,hanbok,21.0
2018-09,Kculture,hanbok,29.0
2018-10,Kculture,hanbok,32.0
2018-11,Kculture,hanbok,28.0
2018-12,Kculture,hanbok,29.0
2019-01,Kculture,hanbok,29.0
2019-02,Kculture,hanbok,33.0
2019-03,Kculture,hanbok,26.0
2019-04,Kculture,hanbok,25.0
2019-05,Kculture,hanbok,28.0
2019-06,Kculture,hanbok,28.0
2019-07,Kculture,hanbok,30.0
2019-08,Kculture,hanbok,24.0
2019-09,Kculture,hanbok,29.0
2019-10,Kculture,hanbok,31.0
2019-11,Kculture,hanbok,27.0
2019-12,Kculture,hanbok,25.0
2020-01,Kculture,hanbok,28.0
2020-02,Kculture,hanbok,26.0
2020-03,Kculture,hanbok,25.0
2020-04,Kculture,hanbok,30.0
2020-05,Kculture,hanbok,29.0
2020-06,Kculture,hanbok,36.0
2020-07,Kculture,hanbok,46.0
2020-08,Kculture,hanbok,37.0
2020-09,Kculture,hanbok,44.0
2020-10,Kculture,hanbok,42.0
2020-11,Kculture,hanbok,60.0
2020-12,Kculture,hanbok,48.0
2021-01,Kculture,hanbok,59.0
2021-02,Kculture,hanbok,100.0
2021-03,Kculture,hanbok,56.0
2021-04,Kculture,hanbok,46.0
2021-05,Kculture,hanbok,45.0
2021-06,Kculture,hanbok,47.0
2021-07,Kculture,hanbok,42.0
2021-08,Kculture,hanbok,41.0
2021-09,Kculture,hanbok,46.0
2021-10,Kculture,hanbok,39.0
2021-11,Kculture,hanbok,35.0
2021-12,Kculture,hanbok,33.0
2022-01,Kculture,hanbok,40.0
2022-02,Kculture,hanbok,60.0
2022-03,Kculture,hanbok,32.0
2022-04,Kculture,hanbok,30.0
2022-05,Kculture,hanbok,30.0
2022-06,Kculture,hanbok,28.0
2022-07,Kculture,hanbok,29.0
2022-08,Kculture,hanbok,25.0
2022-09,Kculture,hanbok,32.0
2022-10,Kculture,hanbok,29.0
2022-11,Kculture,hanbok,27.0
2022-12,Kculture,hanbok,26.0
2023-01,Kculture,hanbok,28.0
2023-02,Kculture,hanbok,28.0
2023-03,Kculture,hanbok,24.0
2023-04,Kculture,hanbok,25.0
2023-05,Kculture,hanbok,25.0
2023-06,Kculture,hanbok,23.0
2023-07,Kculture,hanbok,23.0
2023-08,Kculture,hanbok,22.0
2023-09,Kculture,hanbok,26.0
2023-10,Kculture,hanbok,30.0
2023-11,Kculture,hanbok,23.0
2023-12,Kculture,hanbok,21.0
2024-01,Kculture,hanbok,22.0
2024-02,Kculture,hanbok,23.0
2024-03,Kculture,hanbok,20.0
2024-04,Kculture,hanbok,22.0
2024-05,Kculture,hanbok,22.0
2024-06,Kculture,hanbok,23.0
2024-07,Kculture,hanbok,19.0
2024-08,Kculture,hanbok,19.0
2024-09,Kculture,hanbok,23.0
2024-10,Kculture,hanbok,27.0
2024-11,Kculture,hanbok,18.0
2024-12,Kculture,hanbok,17.0
2025-01,Kculture,hanbok,24.0
2025-02,Kculture,hanbok,19.0
2025-03,Kculture,hanbok,19.0
2025-04,Kculture,hanbok,20.0
2025-05,Kculture,hanbok,21.0
2025-06,Kculture,hanbok,21.0
2025-07,Kculture,hanbok,21.0
2025-08,Kculture,hanbok,22.0
2025-09,Kculture,hanbok,24.0
2025-10,Kculture,hanbok,31.0
2015-01,Kculture,k culture,37.0
2015-02,Kculture,k culture,28.0
2015-03,Kculture,k culture,34.0
2015-04,Kculture,k culture,37.0
2015-05,Kculture,k culture,26.0
2015-06,Kculture,k culture,36.0
2015-07,Kculture,k culture,25.0
2015-08,Kculture,k culture,21.0
2015-09,Kculture,k culture,30.0
2015-10,Kculture,k culture,36.0
2015-11,Kculture,k culture,47.0
2015-12,Kculture,k culture,42.0
2016-01,Kculture,k culture,34.0
2016-02,Kculture,k culture,38.0
2016-03,Kculture,k culture,40.0
2016-04,Kculture,k culture,23.0
2016-05,Kculture,k culture,49.0
2016-06,Kculture,k culture,23.0
2016-07,Kculture,k culture,26.0
2016-08,Kculture,k culture,23.0
2016-09,Kculture,k culture,39.0
2016-10,Kculture,k culture,32.0
2016-11,Kculture,k culture,40.0
2016-12,Kculture,k culture,19.0
2017-01,Kculture,k culture,14.0
2017-02,Kculture,k culture,35.0
2017-03,Kculture,k culture,25.0
2017-04,Kculture,k culture,24.0
2017-05,Kculture,k culture,21.0
2017-06,Kculture,k culture,30.0
2017-07,Kculture,k culture,38.0
2017-08,Kculture,k culture,33.0
2017-09,Kculture,k culture,22.0
2017-10,Kculture,k culture,18.0
2017-11,Kculture,k culture,16.0
2017-12,Kculture,k culture,16.0
2018-01,Kculture,k culture,29.0
2018-02,Kculture,k culture,31.0
2018-03,Kculture,k culture,23.0
2018-04,Kculture,k culture,14.0
2018-05,Kculture,k culture,14.0
2018-06,Kculture,k culture,11.0
2018-07,Kculture,k culture,27.0
2018-08,Kculture,k culture,24.0
2018-09,Kculture,k culture,26.0
2018-10,Kculture,k culture,23.0
2018-11,Kculture,k culture,25.0
2018-12,Kculture,k culture,29.0
2019-01,Kculture,k culture,28.0
2019-02,Kculture,k culture,29.0
2019-03,Kculture,k culture,25.0
2019-04,Kculture,k culture,23.0
2019-05,Kculture,k culture,21.0
2019-06,Kculture,k culture,27.0
2019-07,Kculture,k culture,32.0
2019-08,Kculture,k culture,25.0
2019-09,Kculture,k culture,29.0
2019-10,Kculture,k culture,24.0
2019-11,Kculture,k culture,25.0
2019-12,Kculture,k culture,30.0
2020-01,Kculture,k culture,30.0
2020-02,Kculture,k culture,35.0
2020-03,Kculture,k culture,30.0
2020-04,Kculture,k culture,30.0
2020-05,Kculture,k culture,28.0
2020-06,Kculture,k culture,31.0
2020-07,Kculture,k culture,37.0
2020-08,Kculture,k culture,29.0
2020-09,Kculture,k culture,28.0
2020-10,Kculture,k culture,49.0
2020-11,Kculture,k culture,100.0
2020-12,Kculture,k culture,58.0
2021-01,Kculture,k culture,44.0
2021-02,Kculture,k culture,46.0
2021-03,Kculture,k culture,31.0
2021-04,Kculture,k culture,31.0
2021-05,Kculture,k culture,27.0
2021-06,Kculture,k culture,33.0
2021-07,Kculture,k culture,26.0
2021-08,Kculture,k culture,28.0
2021-09,Kculture,k culture,29.0
2021-10,Kculture,k culture,31.0
2021-11,Kculture,k culture,94.0
2021-12,Kculture,k culture,35.0
2022-01,Kculture,k culture,30.0
2022-02,Kculture,k culture,29.0
2022-03,Kculture,k culture,31.0
2022-04,Kculture,k culture,30.0
2022-05,Kculture,k culture,31.0
2022-06,Kculture,k culture,35.0
2022-07,Kculture,k culture,34.0
2022-08,Kculture,k culture,30.0
2022-09,Kculture,k culture,29.0
2022-10,Kculture,k culture,68.0
2022-11,Kculture,k culture,31.0
2022-12,Kculture,k culture,30.0
2023-01,Kculture,k culture,40.0
2023-02,Kculture,k culture,37.0
2023-03,Kculture,k culture,36.0
2023-04,Kculture,k culture,33.0
2023-05,Kculture,k culture,32.0
2023-06,Kculture,k culture,30.0
2023-07,Kculture,k culture,32.0
2023-08,Kculture,k culture,37.0
2023-09,Kculture,k culture,34.0
2023-10,Kculture,k culture,26.0
2023-11,Kculture,k culture,27.0
2023-12,Kculture,k culture,43.0
2024-01,Kculture,k culture,47.0
2024-02,Kculture,k culture,30.0
2024-03,Kculture,k culture,27.0
2024-04,Kculture,k culture,24.0
2024-05,Kculture,k culture,26.0
2024-06,Kculture,k culture,32.0
2024-07,Kculture,k culture,23.0
2024-08,Kculture,k culture,23.0
2024-09,Kculture,k culture,28.0
2024-10,Kculture,k culture,24.0
2024-11,Kculture,k culture,28.0
2024-12,Kculture,k culture,22.0
2025-01,Kculture,k culture,23.0
2025-02,Kculture,k culture,23.0
2025-03,Kculture,k culture,22.0
2025-04,Kculture,k culture,26.0
2025-05,Kculture,k culture,22.0
2025-06,Kculture,k culture,26.0
2025-07,Kculture,k culture,32.0
2025-08,Kculture,k culture,39.0
2025-09,Kculture,k culture,31.0
2025-10,Kculture,k culture,28.0
2015-01,Kculture,k-beauty,0.0
2015-02,Kculture,k-beauty,0.0
2015-03,Kculture,k-beauty,0.0
2015-04,Kculture,k-beauty,0.0
2015-05,Kculture,k-beauty,0.0
2015-06,Kculture,k-beauty,0.0
2015-07,Kculture,k-beauty,0.0
2015-08,Kculture,k-beauty,0.0
2015-09,Kculture,k-beauty,0.0
2015-10,Kculture,k-beauty,0.0
2015-11,Kculture,k-beauty,0.0
2015-12,Kculture,k-beauty,0.0
2016-01,Kculture,k-beauty,0.0
2016-02,Kculture,k-beauty,0.0
2016-03,Kculture,k-beauty,0.0
2016-04,Kculture,k-beauty,0.0
2016-05,Kculture,k-beauty,0.0
2016-06,Kculture,k-beauty,0.0
2016-07,Kculture,k-beauty,0.0
2016-08,Kculture,k-beauty,0.0
2016-09,Kculture,k-beauty,0.0
2016-10,Kculture,k-beauty,0.0
2016-11,Kculture,k-beauty,0.0
2016-12,Kculture,k-beauty,0.0
2017-01,Kculture,k-beauty,0.0
2017-02,Kculture,k-beauty,100.0
2017-03,Kculture,k-beauty,0.0
2017-04,Kculture,k-beauty,0.0
2017-05,Kculture,k-beauty,0.0
2017-06,Kculture,k-beauty,0.0
2017-07,Kculture,k-beauty,0.0
2017-08,Kculture,k-beauty,25.0
2017-09,Kculture,k-beauty,18.0
2017-10,Kculture,k-beauty,19.0
2017-11,Kculture,k-beauty,27.0
2017-12,Kculture,k-beauty,32.0
2018-01,Kculture,k-beauty,35.0
2018-02,Kculture,k-beauty,26.0
2018-03,Kculture,k-beauty,36.0
2018-04,Kculture,k-beauty,43.0
2018-05,Kculture,k-beauty,43.0
2018-06,Kculture,k-beauty,29.0
2018-07,Kculture,k-beauty,26.0
2018-08,Kculture,k-beauty,34.0
2018-09,Kculture,k-beauty,44.0
2018-10,Kculture,k-beauty,38.0
2018-11,Kculture,k-beauty,34.0
2018-12,Kculture,k-beauty,38.0
2019-01,Kculture,k-beauty,37.0
2019-02,Kculture,k-beauty,28.0
2019-03,Kculture,k-beauty,42.0
2019-04,Kculture,k-beauty,39.0
2019-05,Kculture,k-beauty,47.0
2019-06,Kculture,k-beauty,38.0
2019-07,Kculture,k-beauty,43.0
2019-08,Kculture,k-beauty,37.0
2019-09,Kculture,k-beauty,35.0
2019-10,Kculture,k-beauty,29.0
2019-11,Kculture,k-beauty,29.0
2019-12,Kculture,k-beauty,34.0
2020-01,Kculture,k-beauty,33.0
2020-02,Kculture,k-beauty,26.0
2020-03,Kculture,k-beauty,29.0
2020-04,Kculture,k-beauty,38.0
2020-05,Kculture,k-beauty,34.0
2020-06,Kculture,k-beauty,33.0
2020-07,Kculture,k-beauty,26.0
2020-08,Kculture,k-beauty,27.0
2020-09,Kculture,k-beauty,21.0
2020-10,Kculture,k-beauty,28.0
2020-11,Kculture,k-beauty,28.0
2020-12,Kculture,k-beauty,25.0
2021-01,Kculture,k-beauty,26.0
2021-02,Kculture,k-beauty,30.0
2021-03,Kculture,k-beauty,29.0
2021-04,Kculture,k-beauty,27.0
2021-05,Kculture,k-beauty,27.0
2021-06,Kculture,k-beauty,36.0
2021-07,Kculture,k-beauty,41.0
2021-08,Kculture,k-beauty,22.0
2021-09,Kculture,k-beauty,26.0
2021-10,Kculture,k-beauty,27.0
2021-11,Kculture,k-beauty,28.0
2021-12,Kculture,k-beauty,34.0
2022-01,Kculture,k-beauty,27.0
2022-02,Kculture,k-beauty,42.0
2022-03,Kculture,k-beauty,27.0
2022-04,Kculture,k-beauty,32.0
2022-05,Kculture,k-beauty,42.0
2022-06,Kculture,k-beauty,32.0
2022-07,Kculture,k-beauty,31.0
2022-08,Kculture,k-beauty,33.0
2022-09,Kculture,k-beauty,23.0
2022-10,Kculture,k-beauty,30.0
2022-11,Kculture,k-beauty,28.0
2022-12,Kculture,k-beauty,25.0
2023-01,Kculture,k-beauty,54.0
2023-02,Kculture,k-beauty,50.0
2023-03,Kculture,k-beauty,56.0
2023-04,Kculture,k-beauty,60.0
2023-05,Kculture,k-beauty,70.0
2023-06,Kculture,k-beauty,62.0
2023-07,Kculture,k-beauty,75.0
2023-08,Kculture,k-beauty,53.0
2023-09,Kculture,k-beauty,60.0
2023-10,Kculture,k-beauty,56.0
2023-11,Kculture,k-beauty,65.0
2023-12,Kculture,k-beauty,57.0
2024-01,Kculture,k-beauty,62.0
2024-02,Kculture,k-beauty,62.0
2024-03,Kculture,k-beauty,67.0
2024-04,Kculture,k-beauty,68.0
2024-05,Kculture,k-beauty,68.0
2024-06,Kculture,k-beauty,48.0
2024-07,Kculture,k-beauty,55.0
2024-08,Kculture,k-beauty,43.0
2024-09,Kculture,k-beauty,40.0
2024-10,Kculture,k-beauty,53.0
2024-11,Kculture,k-beauty,45.0
2024-12,Kculture,k-beauty,51.0
2025-01,Kculture,k-beauty,40.0
2025-02,Kculture,k-beauty,43.0
2025-03,Kculture,k-beauty,66.0
2025-04,Kculture,k-beauty,40.0
2025-05,Kculture,k-beauty,55.0
2025-06,Kculture,k-beauty,48.0
2025-07,Kculture,k-beauty,61.0
2025-08,Kculture,k-beauty,37.0
2025-09,Kculture,k-beauty,38.0
2025-10,Kculture,k-beauty,42.0
2015-01,Kculture,k-culture,0.0
2015-02,Kculture,k-culture,0.0
2015-03,Kculture,k-culture,0.0
2015-04,Kculture,k-culture,0.0
2015-05,Kculture,k-culture,0.0
2015-06,Kculture,k-culture,0.0
2015-07,Kculture,k-culture,0.0
2015-08,Kculture,k-culture,0.0
2015-09,Kculture,k-culture,0.0
2015-10,Kculture,k-culture,0.0
2015-11,Kculture,k-culture,0.0
2015-12,Kculture,k-culture,0.0
2016-01,Kculture,k-culture,0.0
2016-02,Kculture,k-culture,0.0
2016-03,Kculture,k-culture,0.0
2016-04,Kculture,k-culture,0.0
2016-05,Kculture,k-culture,0.0
2016-06,Kculture,k-culture,0.0
2016-07,Kculture,k-culture,0.0
2016-08,Kculture,k-culture,0.0
2016-09,Kculture,k-culture,0.0
2016-10,Kculture,k-culture,0.0
2016-11,Kculture,k-culture,0.0
2016-12,Kculture,k-culture,0.0
2017-01,Kculture,k-culture,0.0
2017-02,Kculture,k-culture,0.0
2017-03,Kculture,k-culture,0.0
2017-04,Kculture,k-culture,0.0
2017-05,Kculture,k-culture,0.0
2017-06,Kculture,k-culture,0.0
2017-07,Kculture,k-culture,0.0
2017-08,Kculture,k-culture,19.0
2017-09,Kculture,k-culture,11.0
2017-10,Kculture,k-culture,0.0
2017-11,Kculture,k-culture,0.0
2017-12,Kculture,k-culture,0.0
2018-01,Kculture,k-culture,10.0
2018-02,Kculture,k-culture,0.0
2018-03,Kculture,k-culture,0.0
2018-04,Kculture,k-culture,0.0
2018-05,Kculture,k-culture,0.0
2018-06,Kculture,k-culture,0.0
2018-07,Kculture,k-culture,0.0
2018-08,Kculture,k-culture,0.0
2018-09,Kculture,k-culture,0.0
2018-10,Kculture,k-culture,0.0
2018-11,Kculture,k-culture,0.0
2018-12,Kculture,k-culture,0.0
2019-01,Kculture,k-culture,0.0
2019-02,Kculture,k-culture,0.0
2019-03,Kculture,k-culture,0.0
2019-04,Kculture,k-culture,0.0
2019-05,Kculture,k-culture,7.0
2019-06,Kculture,k-culture,11.0
2019-07,Kculture,k-culture,0.0
2019-08,Kculture,k-culture,12.0
2019-09,Kculture,k-culture,9.0
2019-10,Kculture,k-culture,12.0
2019-11,Kculture,k-culture,8.0
2019-12,Kculture,k-culture,0.0
2020-01,Kculture,k-culture,12.0
2020-02,Kculture,k-culture,9.0
2020-03,Kculture,k-culture,9.0
2020-04,Kculture,k-culture,12.0
2020-05,Kculture,k-culture,17.0
2020-06,Kculture,k-culture,12.0
2020-07,Kculture,k-culture,18.0
2020-08,Kculture,k-culture,21.0
2020-09,Kculture,k-culture,16.0
2020-10,Kculture,k-culture,44.0
2020-11,Kculture,k-culture,100.0
2020-12,Kculture,k-culture,15.0
2021-01,Kculture,k-culture,15.0
2021-02,Kculture,k-culture,12.0
2021-03,Kculture,k-culture,16.0
2021-04,Kculture,k-culture,13.0
2021-05,Kculture,k-culture,16.0
2021-06,Kculture,k-culture,14.0
2021-07,Kculture,k-culture,11.0
2021-08,Kculture,k-culture,13.0
2021-09,Kculture,k-culture,15.0
2021-10,Kculture,k-culture,20.0
2021-11,Kculture,k-culture,90.0
2021-12,Kculture,k-culture,16.0
