Month,Group,Keyword,SearchIndex
2016-05,Kculture,korean lifestyle,10.0
2016-06,Kculture,korean lifestyle,10.0
2016-07,Kculture,korean lifestyle,9.0
2016-08,Kculture,korean lifestyle,10.0
2016-09,Kculture,korean lifestyle,11.0
2016-10,Kculture,korean lifestyle,9.0
2016-11,Kculture,korean lifestyle,10.0
2016-12,Kculture,korean lifestyle,7.0
2017-01,Kculture,korean lifestyle,9.0
2017-02,Kculture,korean lifestyle,10.0
2017-03,Kculture,korean lifestyle,14.0
2017-04,Kculture,korean lifestyle,16.0
2017-05,Kculture,korean lifestyle,11.0
2017-06,Kculture,korean lifestyle,8.0
2017-07,Kculture,korean lifestyle,12.0
2017-08,Kculture,korean lifestyle,15.0
2017-09,Kculture,korean lifestyle,15.0
2017-10,Kculture,korean lifestyle,11.0
2017-11,Kculture,korean lifestyle,11.0
2017-12,Kculture,korean lifestyle,9.0
2018-01,Kculture,korean lifestyle,11.0
2018-02,Kculture,korean lifestyle,14.0
2018-03,Kculture,korean lifestyle,10.0
2018-04,Kculture,korean lifestyle,10.0
2018-05,Kculture,korean lifestyle,11.0
2018-06,Kculture,korean lifestyle,12.0
2018-07,Kculture,korean lifestyle,9.0
2018-08,Kculture,korean lifestyle,12.0
2018-09,Kculture,korean lifestyle,10.0
2018-10,Kculture,korean lifestyle,10.0
2018-11,Kculture,korean lifestyle,14.0
2018-12,Kculture,korean lifestyle,11.0
2019-01,Kculture,korean lifestyle,12.0
2019-02,Kculture,korean lifestyle,11.0
2019-03,Kculture,korean lifestyle,11.0
2019-04,Kculture,korean lifestyle,11.0
2019-05,Kculture,korean lifestyle,9.0
2019-06,Kculture,korean lifestyle,11.0
2019-07,Kculture,korean lifestyle,9.0
2019-08,Kculture,korean lifestyle,10.0
2019-09,Kculture,korean lifestyle,10.0
2019-10,Kculture,korean lifestyle,10.0
2019-11,Kculture,korean lifestyle,9.0
2019-12,Kculture,korean lifestyle,10.0
2020-01,Kculture,korean lifestyle,10.0
2020-02,Kculture,korean lifestyle,10.0
2020-03,Kculture,korean lifestyle,11.0
2020-04,Kculture,korean lifestyle,14.0
2020-05,Kculture,korean lifestyle,14.0
2020-06,Kculture,korean lifestyle,13.0
2020-07,Kculture,korean lifestyle,11.0
2020-08,Kculture,korean lifestyle,10.0
2020-09,Kculture,korean lifestyle,10.0
2020-10,Kculture,korean lifestyle,16.0
2020-11,Kculture,korean lifestyle,11.0
2020-12,Kculture,korean lifestyle,10.0
2021-01,Kculture,korean lifestyle,10.0
2021-02,Kculture,korean lifestyle,11.0
2021-03,Kculture,korean lifestyle,11.0
2021-04,Kculture,korean lifestyle,10.0
2021-05,Kculture,korean lifestyle,13.0
2021-06,Kculture,korean lifestyle,11.0
2021-07,Kculture,korean lifestyle,12.0
2021-08,Kculture,korean lifestyle,10.0
2021-09,Kculture,korean lifestyle,11.0
2021-10,Kculture,korean lifestyle,15.0
2021-11,Kculture,korean lifestyle,11.0
2021-12,Kculture,korean lifestyle,10.0
2022-01,Kculture,korean lifestyle,15.0
2022-02,Kculture,korean lifestyle,14.0
2022-03,Kculture,korean lifestyle,17.0
2022-04,Kculture,korean lifestyle,15.0
2022-05,Kculture,korean lifestyle,12.0
2022-06,Kculture,korean lifestyle,13.0
2022-07,Kculture,korean lifestyle,12.0
2022-08,Kculture,korean lifestyle,14.0
2022-09,Kculture,korean lifestyle,15.0
2022-10,Kculture,korean lifestyle,14.0
2022-11,Kculture,korean lifestyle,14.0
2022-12,Kculture,korean lifestyle,15.0
2023-01,Kculture,korean lifestyle,12.0
2023-02,Kculture,korean lifestyle,12.0
2023-03,Kculture,korean lifestyle,16.0
2023-04,Kculture,korean lifestyle,14.0
2023-05,Kculture,korean lifestyle,14.0
2023-06,Kculture,korean lifestyle,15.0
2023-07,Kculture,korean lifestyle,12.0
2023-08,Kculture,korean lifestyle,9.0
2023-09,Kculture,korean lifestyle,12.0
2023-10,Kculture,korean lifestyle,11.0
2023-11,Kculture,korean lifestyle,12.0
2023-12,Kculture,korean lifestyle,9.0
2024-01,Kculture,korean lifestyle,12.0
2024-02,Kculture,korean lifestyle,14.0
2024-03,Kculture,korean lifestyle,19.0
2024-04,Kculture,korean lifestyle,13.0
2024-05,Kculture,korean lifestyle,17.0
2024-06,Kculture,korean lifestyle,15.0
2024-07,Kculture,korean lifestyle,12.0
2024-08,Kculture,korean lifestyle,15.0
2024-09,Kculture,korean lifestyle,12.0
2024-10,Kculture,korean lifestyle,12.0
2024-11,Kculture,korean lifestyle,13.0
2024-12,Kculture,korean lifestyle,11.0
2025-01,Kculture,korean lifestyle,10.0
2025-02,Kculture,korean lifestyle,18.0
2025-03,Kculture,korean lifestyle,17.0
2025-04,Kculture,korean lifestyle,13.0
2025-05,Kculture,korean lifestyle,10.0
2025-06,Kculture,korean lifestyle,18.0
2025-07,Kculture,korean lifestyle,26.0
2025-08,Kculture,korean lifestyle,100.0
2025-09,Kculture,korean lifestyle,84.0
2025-10,Kculture,korean lifestyle,87.0
2015-01,Kculture,korean pop culture,23.0
2015-02,Kculture,korean pop culture,28.0
2015-03,Kculture,korean pop culture,27.0
2015-04,Kculture,korean pop culture,33.0
2015-05,Kculture,korean pop culture,35.0
2015-06,Kculture,korean pop culture,19.0
2015-07,Kculture,korean pop culture,22.0
2015-08,Kculture,korean pop culture,19.0
2015-09,Kculture,korean pop culture,17.0
2015-10,Kculture,korean pop culture,36.0
2015-11,Kculture,korean pop culture,42.0
2015-12,Kculture,korean pop culture,28.0
2016-01,Kculture,korean pop culture,33.0
2016-02,Kculture,korean pop culture,27.0
2016-03,Kculture,korean pop culture,28.0
2016-04,Kculture,korean pop culture,19.0
2016-05,Kculture,korean pop culture,38.0
2016-06,Kculture,korean pop culture,23.0
2016-07,Kculture,korean pop culture,16.0
2016-08,Kculture,korean pop culture,21.0
2016-09,Kculture,korean pop culture,25.0
2016-10,Kculture,korean pop culture,60.0
2016-11,Kculture,korean pop culture,36.0
2016-12,Kculture,korean pop culture,20.0
2017-01,Kculture,korean pop culture,29.0
2017-02,Kculture,korean pop culture,30.0
2017-03,Kculture,korean pop culture,25.0
2017-04,Kculture,korean pop culture,32.0
2017-05,Kculture,korean pop culture,37.0
2017-06,Kculture,korean pop culture,21.0
2017-07,Kculture,korean pop culture,0.0
2017-08,Kculture,korean pop culture,22.0
2017-09,Kculture,korean pop culture,24.0
2017-10,Kculture,korean pop culture,39.0
2017-11,Kculture,korean pop culture,44.0
2017-12,Kculture,korean pop culture,26.0
2018-01,Kculture,korean pop culture,29.0
2018-02,Kculture,korean pop culture,34.0
2018-03,Kculture,korean pop culture,27.0
2018-04,Kculture,korean pop culture,30.0
2018-05,Kculture,korean pop culture,29.0
2018-06,Kculture,korean pop culture,17.0
2018-07,Kculture,korean pop culture,19.0
2018-08,Kculture,korean pop culture,31.0
2018-09,Kculture,korean pop culture,27.0
2018-10,Kculture,korean pop culture,32.0
2018-11,Kculture,korean pop culture,30.0
2018-12,Kculture,korean pop culture,19.0
2019-01,Kculture,korean pop culture,24.0
2019-02,Kculture,korean pop culture,26.0
2019-03,Kculture,korean pop culture,26.0
2019-04,Kculture,korean pop culture,14.0
2019-05,Kculture,korean pop culture,29.0
2019-06,Kculture,korean pop culture,32.0
2019-07,Kculture,korean pop culture,15.0
2019-08,Kculture,korean pop culture,17.0
2019-09,Kculture,korean pop culture,25.0
2019-10,Kculture,korean pop culture,27.0
2019-11,Kculture,korean pop culture,24.0
2019-12,Kculture,korean pop culture,28.0
2020-01,Kculture,korean pop culture,30.0
2020-02,Kculture,korean pop culture,27.0
2020-03,Kculture,korean pop culture,27.0
2020-04,Kculture,korean pop culture,42.0
2020-05,Kculture,korean pop culture,33.0
2020-06,Kculture,korean pop culture,21.0
2020-07,Kculture,korean pop culture,22.0
2020-08,Kculture,korean pop culture,16.0
2020-09,Kculture,korean pop culture,26.0
2020-10,Kculture,korean pop culture,35.0
2020-11,Kculture,korean pop culture,32.0
2020-12,Kculture,korean pop culture,26.0
2021-01,Kculture,korean pop culture,33.0
2021-02,Kculture,korean pop culture,35.0
2021-03,Kculture,korean pop culture,31.0
2021-04,Kculture,korean pop culture,33.0
2021-05,Kculture,korean pop culture,37.0
2021-06,Kculture,korean pop culture,21.0
2021-07,Kculture,korean pop culture,26.0
2021-08,Kculture,korean pop culture,26.0
2021-09,Kculture,korean pop culture,19.0
2021-10,Kculture,korean pop culture,38.0
2021-11,Kculture,korean pop culture,38.0
2021-12,Kculture,korean pop culture,29.0
2022-01,Kculture,korean pop culture,23.0
2022-02,Kculture,korean pop culture,58.0
2022-03,Kculture,korean pop culture,43.0
2022-04,Kculture,korean pop culture,54.0
2022-05,Kculture,korean pop culture,49.0
2022-06,Kculture,korean pop culture,20.0
2022-07,Kculture,korean pop culture,25.0
2022-08,Kculture,korean pop culture,35.0
2022-09,Kculture,korean pop culture,38.0
2022-10,Kculture,korean pop culture,47.0
2022-11,Kculture,korean pop culture,32.0
2022-12,Kculture,korean pop culture,28.0
2023-01,Kculture,korean pop culture,43.0
2023-02,Kculture,korean pop culture,33.0
2023-03,Kculture,korean pop culture,42.0
2023-04,Kculture,korean pop culture,40.0
2023-05,Kculture,korean pop culture,43.0
2023-06,Kculture,korean pop culture,26.0
2023-07,Kculture,korean pop culture,23.0
2023-08,Kculture,korean pop culture,23.0
2023-09,Kculture,korean pop culture,27.0
2023-10,Kculture,korean pop culture,36.0
2023-11,Kculture,korean pop culture,29.0
2023-12,Kculture,korean pop culture,30.0
2024-01,Kculture,korean pop culture,25.0
2024-02,Kculture,korean pop culture,28.0
2024-03,Kculture,korean pop culture,33.0
2024-04,Kculture,korean pop culture,41.0
2024-05,Kculture,korean pop culture,35.0
2024-06,Kculture,korean pop culture,27.0
2024-07,Kculture,korean pop culture,16.0
2024-08,Kculture,korean pop culture,24.0
2024-09,Kculture,korean pop culture,34.0
2024-10,Kculture,korean pop culture,36.0
2024-11,Kculture,korean pop culture,32.0
2024-12,Kculture,korean pop culture,34.0
2025-01,Kculture,korean pop culture,32.0
2025-02,Kculture,korean pop culture,27.0
2025-03,Kculture,korean pop culture,26.0
2025-04,Kculture,korean pop culture,30.0
2025-05,Kculture,korean pop culture,37.0
2025-06,Kculture,korean pop culture,34.0
2025-07,Kculture,korean pop culture,54.0
2025-08,Kculture,korean pop culture,94.0
2025-09,Kculture,korean pop culture,100.0
2025-10,Kculture,korean pop culture,91.0
2015-01,Kculture,korean soft power,0.0
2015-02,Kculture,korean soft power,0.0
2015-03,Kculture,korean soft power,0.0
2015-04,Kculture,korean soft power,0.0
2015-05,Kculture,korean soft power,0.0
2015-06,Kculture,korean soft power,0.0
2015-07,Kculture,korean soft power,0.0
2015-08,Kculture,korean soft power,0.0
2015-09,Kculture,korean soft power,0.0
2015-10,Kculture,korean soft power,0.0
2015-11,Kculture,korean soft power,0.0
2015-12,Kculture,korean soft power,0.0
2016-01,Kculture,korean soft power,0.0
2016-02,Kculture,korean soft power,0.0
2016-03,Kculture,korean soft power,0.0
2016-04,Kculture,korean soft power,21.0
2016-05,Kculture,korean soft power,0.0
2016-06,Kculture,korean soft power,0.0
2016-07,Kculture,korean soft power,0.0
2016-08,Kculture,korean soft power,0.0
2016-09,Kculture,korean soft power,0.0
2016-10,Kculture,korean soft power,0.0
2016-11,Kculture,korean soft power,0.0
2016-12,Kculture,korean soft power,0.0
2017-01,Kculture,korean soft power,0.0
2017-02,Kculture,korean soft power,0.0
2017-03,Kculture,korean soft power,0.0
2017-04,Kculture,korean soft power,0.0
2017-05,Kculture,korean soft power,0.0
2017-06,Kculture,korean soft power,0.0
2017-07,Kculture,korean soft power,0.0
2017-08,Kculture,korean soft power,0.0
2017-09,Kculture,korean soft power,0.0
2017-10,Kculture,korean soft power,0.0
2017-11,Kculture,korean soft power,0.0
2017-12,Kculture,korean soft power,0.0
2018-01,Kculture,korean soft power,0.0
2018-02,Kculture,korean soft power,13.0
2018-03,Kculture,korean soft power,11.0
2018-04,Kculture,korean soft power,0.0
2018-05,Kculture,korean soft power,0.0
2018-06,Kculture,korean soft power,0.0
2018-07,Kculture,korean soft power,0.0
2018-08,Kculture,korean soft power,0.0
2018-09,Kculture,korean soft power,0.0
2018-10,Kculture,korean soft power,0.0
2018-11,Kculture,korean soft power,0.0
2018-12,Kculture,korean soft power,0.0
2019-01,Kculture,korean soft power,0.0
2019-02,Kculture,korean soft power,0.0
2019-03,Kculture,korean soft power,11.0
2019-04,Kculture,korean soft power,0.0
2019-05,Kculture,korean soft power,0.0
2019-06,Kculture,korean soft power,0.0
2019-07,Kculture,korean soft power,0.0
2019-08,Kculture,korean soft power,13.0
2019-09,Kculture,korean soft power,0.0
2019-10,Kculture,korean soft power,0.0
2019-11,Kculture,korean soft power,0.0
2019-12,Kculture,korean soft power,0.0
2020-01,Kculture,korean soft power,0.0
2020-02,Kculture,korean soft power,0.0
2020-03,Kculture,korean soft power,0.0
2020-04,Kculture,korean soft power,0.0
2020-05,Kculture,korean soft power,0.0
2020-06,Kculture,korean soft power,0.0
2020-07,Kculture,korean soft power,0.0
2020-08,Kculture,korean soft power,0.0
2020-09,Kculture,korean soft power,9.0
2020-10,Kculture,korean soft power,0.0
2020-11,Kculture,korean soft power,10.0
2020-12,Kculture,korean soft power,0.0
2021-01,Kculture,korean soft power,0.0
2021-02,Kculture,korean soft power,10.0
2021-03,Kculture,korean soft power,0.0
2021-04,Kculture,korean soft power,0.0
2021-05,Kculture,korean soft power,10.0
2021-06,Kculture,korean soft power,0.0
2021-07,Kculture,korean soft power,0.0
2021-08,Kculture,korean soft power,0.0
2021-09,Kculture,korean soft power,10.0
2021-10,Kculture,korean soft power,11.0
2021-11,Kculture,korean soft power,13.0
2021-12,Kculture,korean soft power,14.0
2022-01,Kculture,korean soft power,9.0
2022-02,Kculture,korean soft power,14.0
2022-03,Kculture,korean soft power,9.0
2022-04,Kculture,korean soft power,16.0
2022-05,Kculture,korean soft power,10.0
2022-06,Kculture,korean soft power,10.0
2022-07,Kculture,korean soft power,9.0
2022-08,Kculture,korean soft power,10.0
2022-09,Kculture,korean soft power,14.0
2022-10,Kculture,korean soft power,11.0
2022-11,Kculture,korean soft power,9.0
2022-12,Kculture,korean soft power,12.0
2023-01,Kculture,korean soft power,13.0
2023-02,Kculture,korean soft power,17.0
2023-03,Kculture,korean soft power,18.0
2023-04,Kculture,korean soft power,10.0
2023-05,Kculture,korean soft power,18.0
2023-06,Kculture,korean soft power,11.0
2023-07,Kculture,korean soft power,0.0
2023-08,Kculture,korean soft power,0.0
2023-09,Kculture,korean soft power,14.0
2023-10,Kculture,korean soft power,12.0
2023-11,Kculture,korean soft power,15.0
2023-12,Kculture,korean soft power,11.0
2024-01,Kculture,korean soft power,10.0
2024-02,Kculture,korean soft power,11.0
2024-03,Kculture,korean soft power,14.0
2024-04,Kculture,korean soft power,16.0
2024-05,Kculture,korean soft power,17.0
2024-06,Kculture,korean soft power,11.0
2024-07,Kculture,korean soft power,0.0
2024-08,Kculture,korean soft power,11.0
2024-09,Kculture,korean soft power,0.0
2024-10,Kculture,korean soft power,15.0
2024-11,Kculture,korean soft power,15.0
2024-12,Kculture,korean soft power,0.0
2025-01,Kculture,korean soft power,13.0
2025-02,Kculture,korean soft power,16.0
2025-03,Kculture,korean soft power,24.0
2025-04,Kculture,korean soft power,20.0
2025-05,Kculture,korean soft power,19.0
2025-06,Kculture,korean soft power,21.0
2025-07,Kculture,korean soft power,25.0
2025-08,Kculture,korean soft power,100.0
2025-09,Kculture,korean soft power,83.0
2025-10,Kculture,korean soft power,80.0
2015-01,Kculture,korean traditional dance,31.0
2015-02,Kculture,korean traditional dance,55.0
2015-03,Kculture,korean traditional dance,35.0
2015-04,Kculture,korean traditional dance,46.0
2015-05,Kculture,korean traditional dance,26.0
2015-06,Kculture,korean traditional dance,28.0
2015-07,Kculture,korean traditional dance,19.0
2015-08,Kculture,korean traditional dance,37.0
2015-09,Kculture,korean traditional dance,54.0
2015-10,Kculture,korean traditional dance,70.0
2015-11,Kculture,korean traditional dance,47.0
2015-12,Kculture,korean traditional dance,48.0
2016-01,Kculture,korean traditional dance,37.0
2016-02,Kculture,korean traditional dance,50.0
2016-03,Kculture,korean traditional dance,60.0
2016-04,Kculture,korean traditional dance,40.0
2016-05,Kculture,korean traditional dance,46.0
2016-06,Kculture,korean traditional dance,29.0
2016-07,Kculture,korean traditional dance,37.0
2016-08,Kculture,korean traditional dance,46.0
2016-09,Kculture,korean traditional dance,45.0
2016-10,Kculture,korean traditional dance,44.0
2016-11,Kculture,korean traditional dance,40.0
2016-12,Kculture,korean traditional dance,38.0
2017-01,Kculture,korean traditional dance,26.0
2017-02,Kculture,korean traditional dance,31.0
2017-03,Kculture,korean traditional dance,38.0
2017-04,Kculture,korean traditional dance,0.0
2017-05,Kculture,korean traditional dance,33.0
2017-06,Kculture,korean traditional dance,28.0
2017-07,Kculture,korean traditional dance,43.0
2017-08,Kculture,korean traditional dance,36.0
2017-09,Kculture,korean traditional dance,32.0
2017-10,Kculture,korean traditional dance,43.0
2017-11,Kculture,korean traditional dance,37.0
2017-12,Kculture,korean traditional dance,36.0
2018-01,Kculture,korean traditional dance,37.0
2018-02,Kculture,korean traditional dance,50.0
2018-03,Kculture,korean traditional dance,40.0
2018-04,Kculture,korean traditional dance,22.0
2018-05,Kculture,korean traditional dance,26.0
2018-06,Kculture,korean traditional dance,42.0
2018-07,Kculture,korean traditional dance,24.0
2018-08,Kculture,korean traditional dance,37.0
2018-09,Kculture,korean traditional dance,42.0
2018-10,Kculture,korean traditional dance,41.0
2018-11,Kculture,korean traditional dance,38.0
2018-12,Kculture,korean traditional dance,35.0
2019-01,Kculture,korean traditional dance,32.0
2019-02,Kculture,korean traditional dance,31.0
2019-03,Kculture,korean traditional dance,29.0
2019-04,Kculture,korean traditional dance,34.0
2019-05,Kculture,korean traditional dance,31.0
2019-06,Kculture,korean traditional dance,25.0
2019-07,Kculture,korean traditional dance,30.0
2019-08,Kculture,korean traditional dance,34.0
2019-09,Kculture,korean traditional dance,53.0
2019-10,Kculture,korean traditional dance,38.0
2019-11,Kculture,korean traditional dance,36.0
2019-12,Kculture,korean traditional dance,29.0
2020-01,Kculture,korean traditional dance,33.0
2020-02,Kculture,korean traditional dance,27.0
2020-03,Kculture,korean traditional dance,24.0
2020-04,Kculture,korean traditional dance,30.0
2020-05,Kculture,korean traditional dance,29.0
2020-06,Kculture,korean traditional dance,21.0
2020-07,Kculture,korean traditional dance,25.0
2020-08,Kculture,korean traditional dance,25.0
2020-09,Kculture,korean traditional dance,32.0
2020-10,Kculture,korean traditional dance,23.0
2020-11,Kculture,korean traditional dance,25.0
2020-12,Kculture,korean traditional dance,30.0
2021-01,Kculture,korean traditional dance,34.0
2021-02,Kculture,korean traditional dance,36.0
2021-03,Kculture,korean traditional dance,26.0
2021-04,Kculture,korean traditional dance,34.0
2021-05,Kculture,korean traditional dance,29.0
2021-06,Kculture,korean traditional dance,24.0
2021-07,Kculture,korean traditional dance,20.0
2021-08,Kculture,korean traditional dance,24.0
2021-09,Kculture,korean traditional dance,22.0
2021-10,Kculture,korean traditional dance,28.0
2021-11,Kculture,korean traditional dance,31.0
2021-12,Kculture,korean traditional dance,30.0
2022-01,Kculture,korean traditional dance,47.0
2022-02,Kculture,korean traditional dance,53.0
2022-03,Kculture,korean traditional dance,43.0
2022-04,Kculture,korean traditional dance,58.0
2022-05,Kculture,korean traditional dance,44.0
2022-06,Kculture,korean traditional dance,37.0
2022-07,Kculture,korean traditional dance,21.0
2022-08,Kculture,korean traditional dance,25.0
2022-09,Kculture,korean traditional dance,40.0
2022-10,Kculture,korean traditional dance,34.0
2022-11,Kculture,korean traditional dance,48.0
2022-12,Kculture,korean traditional dance,48.0
2023-01,Kculture,korean traditional dance,42.0
2023-02,Kculture,korean traditional dance,39.0
2023-03,Kculture,korean traditional dance,42.0
2023-04,Kculture,korean traditional dance,41.0
2023-05,Kculture,korean traditional dance,24.0
2023-06,Kculture,korean traditional dance,33.0
2023-07,Kculture,korean traditional dance,19.0
2023-08,Kculture,korean traditional dance,23.0
2023-09,Kculture,korean traditional dance,51.0
2023-10,Kculture,korean traditional dance,38.0
2023-11,Kculture,korean traditional dance,42.0
2023-12,Kculture,korean traditional dance,44.0
2024-01,Kculture,korean traditional dance,55.0
2024-02,Kculture,korean traditional dance,45.0
2024-03,Kculture,korean traditional dance,38.0
2024-04,Kculture,korean traditional dance,44.0
2024-05,Kculture,korean traditional dance,36.0
2024-06,Kculture,korean traditional dance,17.0
2024-07,Kculture,korean traditional dance,20.0
2024-08,Kculture,korean traditional dance,29.0
2024-09,Kculture,korean traditional dance,35.0
2024-10,Kculture,korean traditional dance,46.0
2024-11,Kculture,korean traditional dance,40.0
2024-12,Kculture,korean traditional dance,44.0
2025-01,Kculture,korean traditional dance,33.0
2025-02,Kculture,korean traditional dance,45.0
2025-03,Kculture,korean traditional dance,36.0
2025-04,Kculture,korean traditional dance,46.0
2025-05,Kculture,korean traditional dance,49.0
2025-06,Kculture,korean traditional dance,32.0
2025-07,Kculture,korean traditional dance,57.0
2025-08,Kculture,korean traditional dance,90.0
2025-09,Kculture,korean traditional dance,97.0
2025-10,Kculture,korean traditional dance,100.0
2015-01,Kculture,korean traditional music,11.0
2015-02,Kculture,korean traditional music,19.0
2015-03,Kculture,korean traditional music,16.0
2015-04,Kculture,korean traditional music,15.0
2015-05,Kculture,korean traditional music,19.0
2015-06,Kculture,korean traditional music,14.0
2015-07,Kculture,korean traditional music,12.0
2015-08,Kculture,korean traditional music,14.0
2015-09,Kculture,korean traditional music,17.0
2015-10,Kculture,korean traditional music,19.0
2015-11,Kculture,korean traditional music,14.0
2015-12,Kculture,korean traditional music,13.0
2016-01,Kculture,korean traditional music,12.0
2016-02,Kculture,korean traditional music,17.0
2016-03,Kculture,korean traditional music,15.0
2016-04,Kculture,korean traditional music,13.0
2016-05,Kculture,korean traditional music,15.0
2016-06,Kculture,korean traditional music,10.0
2016-07,Kculture,korean traditional music,13.0
2016-08,Kculture,korean traditional music,20.0
2016-09,Kculture,korean traditional music,15.0
2016-10,Kculture,korean traditional music,15.0
2016-11,Kculture,korean traditional music,16.0
2016-12,Kculture,korean traditional music,11.0
2017-01,Kculture,korean traditional music,12.0
2017-02,Kculture,korean traditional music,13.0
2017-03,Kculture,korean traditional music,16.0
2017-04,Kculture,korean traditional music,12.0
2017-05,Kculture,korean traditional music,13.0
2017-06,Kculture,korean traditional music,13.0
2017-07,Kculture,korean traditional music,11.0
2017-08,Kculture,korean traditional music,11.0
2017-09,Kculture,korean traditional music,14.0
2017-10,Kculture,korean traditional music,18.0
2017-11,Kculture,korean traditional music,18.0
2017-12,Kculture,korean traditional music,11.0
2018-01,Kculture,korean traditional music,9.0
2018-02,Kculture,korean traditional music,17.0
2018-03,Kculture,korean traditional music,12.0
2018-04,Kculture,korean traditional music,12.0
2018-05,Kculture,korean traditional music,13.0
2018-06,Kculture,korean traditional music,10.0
2018-07,Kculture,korean traditional music,10.0
2018-08,Kculture,korean traditional music,17.0
2018-09,Kculture,korean traditional music,27.0
2018-10,Kculture,korean traditional music,17.0
2018-11,Kculture,korean traditional music,13.0
2018-12,Kculture,korean traditional music,14.0
2019-01,Kculture,korean traditional music,9.0
2019-02,Kculture,korean traditional music,10.0
2019-03,Kculture,korean traditional music,12.0
2019-04,Kculture,korean traditional music,11.0
2019-05,Kculture,korean traditional music,12.0
2019-06,Kculture,korean traditional music,10.0
2019-07,Kculture,korean traditional music,11.0
2019-08,Kculture,korean traditional music,9.0
2019-09,Kculture,korean traditional music,14.0
2019-10,Kculture,korean traditional music,15.0
2019-11,Kculture,korean traditional music,17.0
2019-12,Kculture,korean traditional music,8.0
2020-01,Kculture,korean traditional music,10.0
2020-02,Kculture,korean traditional music,8.0
2020-03,Kculture,korean traditional music,8.0
2020-04,Kculture,korean traditional music,12.0
2020-05,Kculture,korean traditional music,12.0
2020-06,Kculture,korean traditional music,10.0
2020-07,Kculture,korean traditional music,7.0
2020-08,Kculture,korean traditional music,8.0
2020-09,Kculture,korean traditional music,12.0
2020-10,Kculture,korean traditional music,20.0
2020-11,Kculture,korean traditional music,18.0
2020-12,Kculture,korean traditional music,16.0
2021-01,Kculture,korean traditional music,60.0
2021-02,Kculture,korean traditional music,69.0
2021-03,Kculture,korean traditional music,48.0
2021-04,Kculture,korean traditional music,20.0
2021-05,Kculture,korean traditional music,11.0
2021-06,Kculture,korean traditional music,11.0
2021-07,Kculture,korean traditional music,5.0
2021-08,Kculture,korean traditional music,6.0
2021-09,Kculture,korean traditional music,17.0
2021-10,Kculture,korean traditional music,14.0
2021-11,Kculture,korean traditional music,72.0
2021-12,Kculture,korean traditional music,53.0
2022-01,Kculture,korean traditional music,100.0
2022-02,Kculture,korean traditional music,92.0
2022-03,Kculture,korean traditional music,22.0
2022-04,Kculture,korean traditional music,17.0
2022-05,Kculture,korean traditional music,19.0
2022-06,Kculture,korean traditional music,11.0
2022-07,Kculture,korean traditional music,7.0
2022-08,Kculture,korean traditional music,13.0
2022-09,Kculture,korean traditional music,19.0
2022-10,Kculture,korean traditional music,14.0
2022-11,Kculture,korean traditional music,31.0
2022-12,Kculture,korean traditional music,19.0
2023-01,Kculture,korean traditional music,31.0
2023-02,Kculture,korean traditional music,13.0
2023-03,Kculture,korean traditional music,13.0
2023-04,Kculture,korean traditional music,13.0
2023-05,Kculture,korean traditional music,13.0
2023-06,Kculture,korean traditional music,10.0
2023-07,Kculture,korean traditional music,12.0
2023-08,Kculture,korean traditional music,9.0
2023-09,Kculture,korean traditional music,8.0
2023-10,Kculture,korean traditional music,16.0
2023-11,Kculture,korean traditional music,22.0
2023-12,Kculture,korean traditional music,14.0
2024-01,Kculture,korean traditional music,29.0
2024-02,Kculture,korean traditional music,11.0
2024-03,Kculture,korean traditional music,11.0
2024-04,Kculture,korean traditional music,14.0
2024-05,Kculture,korean traditional music,14.0
2024-06,Kculture,korean traditional music,9.0
2024-07,Kculture,korean traditional music,8.0
2024-08,Kculture,korean traditional music,10.0
2024-09,Kculture,korean traditional music,16.0
2024-10,Kculture,korean traditional music,22.0
2024-11,Kculture,korean traditional music,26.0
2024-12,Kculture,korean traditional music,18.0
2025-01,Kculture,korean traditional music,12.0
2025-02,Kculture,korean traditional music,12.0
2025-03,Kculture,korean traditional music,14.0
2025-04,Kculture,korean traditional music,16.0
2025-05,Kculture,korean traditional music,9.0
2025-06,Kculture,korean traditional music,14.0
2025-07,Kculture,korean traditional music,15.0
2025-08,Kculture,korean traditional music,49.0
2025-09,Kculture,korean traditional music,50.0
2025-10,Kculture,korean traditional music,50.0
2015-01,Kculture,korean wave,32.0
2015-02,Kculture,korean wave,18.0
2015-03,Kculture,korean wave,20.0
2015-04,Kculture,korean wave,23.0
2015-05,Kculture,korean wave,26.0
2015-06,Kculture,korean wave,19.0
2015-07,Kculture,korean wave,15.0
2015-08,Kculture,korean wave,16.0
2015-09,Kculture,korean wave,16.0
2015-10,Kculture,korean wave,18.0
2015-11,Kculture,korean wave,20.0
2015-12,Kculture,korean wave,29.0
2016-01,Kculture,korean wave,33.0
2016-02,Kculture,korean wave,24.0
2016-03,Kculture,korean wave,21.0
2016-04,Kculture,korean wave,22.0
2016-05,Kculture,korean wave,23.0
2016-06,Kculture,korean wave,27.0
2016-07,Kculture,korean wave,34.0
2016-08,Kculture,korean wave,18.0
2016-09,Kculture,korean wave,27.0
2016-10,Kculture,korean wave,49.0
2016-11,Kculture,korean wave,19.0
2016-12,Kculture,korean wave,17.0
2017-01,Kculture,korean wave,18.0
2017-02,Kculture,korean wave,18.0
2017-03,Kculture,korean wave,18.0
2017-04,Kculture,korean wave,21.0
2017-05,Kculture,korean wave,19.0
